Payout Date,,,Issued By,Consignor,Payout Type,Total Payout,,,,,,,,,,,,Category,,,,SKU#,Item Name,Date,QTY Sold,Sold Total,Cost Total,Gross Total,NET Total,,,,,Category,,
Pink slip dress rosette 𝖑𝖔𝖔𝖙 𝖔𝖓 𝖙𝖍𝖊 𝖑𝖔𝖜,Lingerie,07-26-2025,17569,$20.00,80.00%,$20.00,,$16.00,,,,,,,,,,,,,,269,Philadelphia Eagles Crewneck WN ,2025-07-25 17:26:52,1,$14.00,$0.00,$14.00,$14.00,Crewnecks,,,,,,
$20 𝖑𝖔𝖔𝖙 𝖔𝖓 𝖙𝖍𝖊 𝖑𝖔𝖜,Skirts,07-27-2025,17580,$20.00,80.00%,$20.00,,$16.00,,,,,,,,,,,,,,00023I,Vtg Raley's Supermarkets Hot August Nights Crewneck ,2025-07-26 12:43:48,1,$14.00,$0.00,$14.00,$14.00,Crewnecks,,,,,,
cutie buckle bag •*𝓫𝓪𝓰 𝓵𝓪𝓭𝔂 ˏˋ°•*⁀➷,Bags,07-27-2025,17619,$22.00,80.00%,$22.00,,$17.60,,,,,,,,,,,,,,0001QJ,Nike Golf Mytton The Masters Polo Tee ,2025-07-26 13:47:08,1,$12.00,$0.00,$12.00,$12.00,Tees,,,,,,
vintage leather the sak metallic good •*𝓫𝓪𝓰 𝓵𝓪𝓭𝔂 ˏˋ°•*⁀➷,Bags,07-28-2025,17625,$58.00,80.00%,$58.00,,$46.40,,,,,,,,,,,,,,0001ZU,Erin London Abstract Watercolor Jacket ,2025-07-26 14:34:52,1,$14.00,$0.00,$14.00,$14.00,Jackets,,,,,,
Flag hat 𝖑𝖔𝖔𝖙 𝖔𝖓 𝖙𝖍𝖊 𝖑𝖔𝖜,Hats,07-28-2025,17629,$8.00,80.00%,$8.00,,$6.40,,,,,,,,,,,,,,0001LS,Vtg Limited Jeans Aqua Crewneck ,2025-07-26 17:23:52,1,$14.00,$0.00,$14.00,$14.00,Crewnecks,,,,,,
vintage juicy gray dottie twee zip cutie <3 𝖏𝖚𝖎𝖈𝖞 𝖉𝖗𝖔𝖕,Jackets,07-28-2025,17634,$58.00,80.00%,$58.00,,$46.40,,,,,,,,,,,,,,0001WB,Vtg Stanford University Crewneck (flawed) ,2025-07-28 16:09:29,1,$14.00,$0.00,$14.00,$14.00,Crewnecks,,,,,,
black friday $15 deal 𝖑𝖔𝖔𝖙 𝖔𝖓 𝖙𝖍𝖊 𝖑𝖔𝖜,Tank tops ,07-29-2025,17672,$15.00,80.00%,$15.00,,$12.00,,,,,,,,,,,,,,0000D0,MNUFC SHIRT ,2025-07-28 17:33:52,1,$10.00,$2.00,$10.00,$8.00,Tees,,,,,,
vintage american eagle platforms 𝓼𝓱𝓸𝓮 𝓭𝓻𝓸𝓹!,Misc. Accessories,07-29-2025,17673,$22.00,80.00%,$22.00,,$17.60,,,,,,,,,,,,,,0000YH,Vtg Ben Davis Cutoff Shorts 38W ,2025-07-29 16:15:42,1,$10.00,$0.00,$10.00,$10.00,Shorts/Jorts,,,,,,
Y2k ac girl bag •*𝓫𝓪𝓰 𝓵𝓪𝓭𝔂 ˏˋ°•*⁀➷,Bags,07-29-2025,17686,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,00024I,Vtg Star Wars Robot Chicken Tee ,2025-07-29 17:17:23,1,$12.00,$0.00,$12.00,$12.00,Tees,,,,,,
cutie buckle bag green  •*𝓫𝓪𝓰 𝓵𝓪𝓭𝔂 ˏˋ°•*⁀➷,Bags,07-29-2025,17688,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,0002CM,Vtg Graff White Floral Embroidered Blouse Made in USA 12 WN ,2025-07-30 14:56:52,1,$10.00,$7.00,$10.00,$3.00,Blouses,,,,,,
skirts 𝖑𝖔𝖔𝖙 𝖔𝖓 𝖙𝖍𝖊 𝖑𝖔𝖜,Skirts,07-29-2025,17698,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,0001VM,Vtg Albert Nipon Evening Coat ,2025-07-31 13:19:49,1,$14.00,$0.00,$14.00,$14.00,Coats,,,,,,
$20 𝖑𝖔𝖔𝖙 𝖔𝖓 𝖙𝖍𝖊 𝖑𝖔𝖜,Skirts,07-29-2025,17699,$20.00,80.00%,$20.00,,$16.00,,,,,,,,,,,,,,235,Vtg JC Penney Western Apparel Plaid Button Up ,2025-07-31 15:19:38,1,$14.00,$0.00,$14.00,$14.00,Button Ups,,,,,,
cute but worn bag </3 •*𝓫𝓪𝓰 𝓵𝓪𝓭𝔂 ˏˋ°•*⁀➷,Bags,07-29-2025,17699,$15.00,80.00%,$15.00,,$12.00,,,,,,,,,,,,,,00020H,Field & Stream Plaid Blue and Green Flannel ,2025-07-31 15:27:39,1,$14.00,$0.00,$14.00,$14.00,Button Ups,,,,,,
skirts 𝖑𝖔𝖔𝖙 𝖔𝖓 𝖙𝖍𝖊 𝖑𝖔𝖜,Skirts,07-29-2025,17701,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,0001O8,FCT with love striped sweater ,2025-07-31 16:32:06,1,$12.00,$0.00,$12.00,$12.00,Sweaters,,,,,,
skirts 𝖑𝖔𝖔𝖙 𝖔𝖓 𝖙𝖍𝖊 𝖑𝖔𝖜,Skirts,07-29-2025,17702,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,0001QR,Aeropostale Brown Hoodie ,2025-07-31 17:43:14,1,$12.00,$0.00,$12.00,$12.00,Hoodies,,,,,,
vintage ana leather black perfection slouch •*𝓫𝓪𝓰 𝓵𝓪𝓭𝔂 ˏˋ°•*⁀➷,Bags,07-30-2025,17709,$65.00,80.00%,$65.00,,$52.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shorts  𝖑𝖔𝖔𝖙 𝖔𝖓 𝖙𝖍𝖊 𝖑𝖔𝖜,Shorts/Jorts,07-30-2025,17710,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,0002ZP,High Sierra Denim Maxi Skirt sz 12 AF ,2025-07-01 12:17:24,1,$29.99,$15.00,$29.99,$14.99,Skirts,,,,,,
y2k cutie miss me bling booty boot 28 𝖉𝖊𝖓𝖎𝖒 𝖉𝖗𝖔𝖕,Jeans ,07-30-2025,17732,$82.00,80.00%,$82.00,,$65.60,,,,,,,,,,,,,,00034C,Southpole Dark Wash Baggy Jeans sz 44 B ,2025-07-01 13:32:13,1,$45.99,$8.50,$45.99,$37.49,Jeans ,,,,,,
phantasy tee 𝖑𝖔𝖔𝖙 𝖔𝖓 𝖙𝖍𝖊 𝖑𝖔𝖜,Tees,07-31-2025,17738,$15.00,80.00%,$15.00,,$12.00,,,,,,,,,,,,,,0002Y2,Daily Cream Tee XL WN ,2025-07-01 14:22:40,1,$24.99,$3.00,$24.99,$21.99,Tees,,,,,,
skirts 𝖑𝖔𝖔𝖙 𝖔𝖓 𝖙𝖍𝖊 𝖑𝖔𝖜,Skirts,07-31-2025,17739,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,341,Carhartt Loose Fit Original B111-BLK 38x36 B ,2025-07-02 16:51:02,1,$44.99,$26.00,$44.99,$18.99,Jeans ,,,,,,
Vintage button up business 𝖈𝖚𝖙𝖊 𝖆𝖘 𝖆 𝖇𝖚𝖙𝖙𝖔𝖓,Button Ups,07-31-2025,17775,$32.00,80.00%,$32.00,,$25.60,,,,,,,,,,,,,,0002YX,Miss Me Lace Embroidered Bedazzled Jorts sz 29 Sac ,2025-07-02 17:34:37,1,$42.99,$15.00,$42.99,$27.99,Shorts/Jorts,,,,,,
,,,,"$2,534.00",91,$27.85,,"$1,352.20",,,,,,,,,,,,,,0002XH,Ecko Red Teal Cropped Jacket L Sac ,2025-07-03 15:23:16,1,$36.99,$16.00,$36.99,$20.99,Jackets,,,,,,
,,,,,,,,,,,,,,,,,,,,,,00035U,Harley Davidson Gray Button Up Tee w/ Skull Back Embroidery L Sac ,2025-07-03 15:28:02,1,$49.99,$15.00,$49.99,$34.99,Tees,,,,,,
07-31-2025,,,Annie Zhou,Alexis Gomez - 03B,Print List,$653.54,,,,,,,,,,,,,,,,331,y2k Phat Farm Navy Tee XL B ,2025-07-03 16:23:15,1,$29.99,$8.50,$29.99,$21.49,Tees,,,,,,
Item,,Sold,Sale,Agreed,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,0002DS,Damselle New York Cute Tan Fur Coat XS TO ,2025-07-03 16:41:31,1,$65.99,$9.00,$65.99,$56.99,Coats,,,,,,
Y2K jorts,Shorts/Jorts,07-05-2025,16582,$45.00,75.00%,$45.00,,$33.75,,,,,,,,,,,,,,0002N2,Moda International Baby Blue Velour Full Zip Hoodie XL Sac ,2025-07-03 16:41:31,1,$28.99,$15.00,$28.99,$13.99,Hoodies,,,,,,
DKNY quarter zip,Crewnecks,07-05-2025,16590,$35.50,75.00%,$35.50,,$26.63,,,,,,,,,,,,,,00029H,y2k Redemption Cross Salvation Blue Tee AF ,2025-07-03 16:43:29,1,$29.99,$8.00,$29.99,$21.99,Tees,,,,,,
Hurley y2k zipup,Jackets,07-06-2025,16604,$45.00,75.00%,$45.00,,$33.75,,,,,,,,,,,,,,00024Y,Morgan Taylor Floral Pastel Slip ,2025-07-03 17:17:24,1,$24.99,$0.00,$24.99,$24.99,Lingerie,,,,,,
Vintage Giacca leather jacket,Jackets,07-06-2025,16611,$85.75,75.00%,$85.75,,$64.31,,,,,,,,,,,,,,00033C,Harley Davidson Heart Lakewood NJ White Cami M B ,2025-07-03 17:38:44,1,$23.99,$8.50,$23.99,$15.49,Tank tops ,,,,,,
Vintage Towncraft button up,Button Ups,07-06-2025,16622,$25.00,75.00%,$25.00,,$18.75,,,,,,,,,,,,,,0002LH,Harley Davidson The Great Amercan Freedom Machine White Tee XS TO ,2025-07-03 18:01:18,1,$27.99,$9.00,$27.99,$18.99,Tees,,,,,,
Vanity y2k top,Blouses,07-07-2025,16652,$22.50,75.00%,$22.50,,$16.88,,,,,,,,,,,,,,00035G,Harley Davidson El Paso Texas Coral Bedazzled Sleeveless Tee M Sac ,2025-07-03 18:01:18,1,$27.99,$15.00,$27.99,$12.99,Tees,,,,,,
Members Only leather jacket,Jackets,07-08-2025,16690,$67.50,75.00%,$67.50,,$50.63,,,,,,,,,,,,,,0002P8,Wilson's Pelle Studio Black Leather Jacket XS Sac ,2025-07-04 12:49:48,1,$59.99,$0.00,$59.99,$59.99,Jackets,,,,,,
Vintage Goya leather jacket,Jackets,07-09-2025,16715,$82.50,75.00%,$82.50,,$61.88,,,,,,,,,,,,,,0001JP,Ralph Lauren Blue Plaid Button Up ,2025-07-04 13:07:34,1,$20.99,$0.00,$20.99,$20.99,Button Ups,,,,,,
Vintage Leather A Jacket,Jackets,07-10-2025,16750,$82.50,75.00%,$82.50,,$61.88,,,,,,,,,,,,,,0001BH,Polo by Ralph Lauren Blue Polo Tee ,2025-07-04 14:29:14,1,$18.99,$0.00,$18.99,$18.99,Tees,,,,,,
Starter Thermal shirt,Tees,07-10-2025,16767,$24.50,75.00%,$24.50,,$18.38,,,,,,,,,,,,,,00033U,Rock Revival Boot Cut Bling Back sz 26 Sac ,2025-07-04 15:13:09,1,$59.99,$20.00,$59.99,$39.99,Jeans ,,,,,,
Y2k Harley Davidson Nevada t-shirt,Tees,07-12-2025,16854,$32.50,75.00%,$32.50,,$24.38,,,,,,,,,,,,,,0002TG,Reversible Beige Sweater Work Jacket TO ,2025-07-04 15:38:09,1,$35.99,$9.00,$35.99,$26.99,Jackets,,,,,,
Port Authority Leather Jacket,Jackets,07-12-2025,16881,$72.75,75.00%,$72.75,,$54.56,,,,,,,,,,,,,,0001NS,Cute Black Blouse Long Sleeve ,2025-07-04 15:40:56,1,$19.99,$0.00,$19.99,$19.99,Long Sleeves,,,,,,
Vintage Luckys Pool Hall t-shirt,Tees,07-13-2025,16898,$27.50,75.00%,$27.50,,$20.63,,,,,,,,,,,,,,0002VE,Nautica Jeans Baggy Jorts sz 38 AF ,2025-07-04 16:57:24,1,$32.99,$20.00,$32.99,$12.99,Shorts/Jorts,,,,,,
Vintage Discus hoodie,Hoodies,07-13-2025,16948,$27.50,75.00%,$27.50,,$20.63,,,,,,,,,,,,,,0002C0,Vtg Morning Sun Birds Creme Crew L Made in USA WN ,2025-07-04 17:22:17,1,$29.99,$0.00,$29.99,$29.99,Crewnecks,,,,,,
5ive Jungle Jorts,Shorts/Jorts,07-14-2025,16951,$52.50,75.00%,$52.50,,$39.38,,,,,,,,,,,,,,0002EV,Bonworth Yellow Pastel Floral Button Up Tee L AF ,2025-07-04 17:43:55,1,$28.99,$15.00,$28.99,$13.99,Tees,,,,,,
Solo Jorts,Shorts/Jorts,07-16-2025,17007,$52.50,75.00%,$52.50,,$39.38,,,,,,,,,,,,,,0002ZQ,Wilson's Leather Pelle Studio Black Leather Jacket XXL Sac ,2025-07-04 18:19:59,1,$79.99,$20.00,$79.99,$59.99,Jackets,,,,,,
Quicksilver shorts,Shorts/Jorts,07-16-2025,17009,$27.50,75.00%,$27.50,,$20.63,,,,,,,,,,,,,,0002B1,Red Camel Handpainted Dragon Denim Jeans SS ,2025-07-05 12:34:13,1,$59.99,$13.00,$59.99,$46.99,Jeans ,,,,,,
Y2K Cas tshirt,Tees,07-16-2025,17036,$22.50,75.00%,$22.50,,$16.88,,,,,,,,,,,,,,0002UH,Miss Me Signature Cuff Capris White sz 28 ,2025-07-05 13:13:27,1,$39.99,$10.00,$39.99,$29.99,Jeans ,,,,,,
DS Rocawear jeans,Jeans ,07-17-2025,17040,$62.50,75.00%,$62.50,,$46.88,,,,,,,,,,,,,,00035E,Harley Davidson Black and Yellow Button Up Tee Sac ,2025-07-05 14:00:23,1,$54.99,$15.00,$54.99,$39.99,Button Ups,,,,,,
Lucky Brand thermal,Long Sleeves,07-17-2025,17059,$27.50,75.00%,$27.50,,$20.63,,,,,,,,,,,,,,00036A,JT Beckett Black Leather Jacket L B ,2025-07-05 14:11:21,1,$79.99,$26.00,$79.99,$53.99,Jackets,,,,,,
DKNY TOP,Blouses,07-18-2025,17081,$18.50,75.00%,$18.50,,$13.88,,,,,,,,,,,,,,0002KZ,Supreme White Tee M TO ,2025-07-05 14:24:22,1,$24.99,$9.00,$24.99,$15.99,Tees,,,,,,
DS southpoles,Jeans ,07-19-2025,17213,$87.50,75.00%,$87.50,,$65.63,,,,,,,,,,,,,,326,y2k Anderson I Hate People Black Tee XL B ,2025-07-05 15:26:36,1,$27.99,$8.50,$27.99,$19.49,Tees,,,,,,
DS Regal Jorts,Shorts/Jorts,07-20-2025,17246,$52.50,75.00%,$52.50,,$39.38,,,,,,,,,,,,,,00035Q,Harley Davidson Sandusky Ohio Black Tank Top XL Sac ,2025-07-05 15:31:52,1,$24.99,$15.00,$24.99,$9.99,Tank tops ,,,,,,
Ed Hardy top,Tees,07-27-2025,17601,$18.50,75.00%,$18.50,,$13.88,,,,,,,,,,,,,,278,Vtg San Francisco 49ers Jersey Tee SS ,2025-07-05 15:35:08,1,$39.99,$0.00,$39.99,$39.99,Tees,,,,,,
DS Eagle Blue Jeans,Jeans ,07-27-2025,17607,$75.75,75.00%,$75.75,,$56.81,,,,,,,,,,,,,,0002SV,England Gerrard #4 Soccer Jersey TO ,2025-07-05 17:14:43,1,$26.99,$9.00,$26.99,$17.99,Sportswear,,,,,,
Notations top,Tees,07-29-2025,17687,$24.50,75.00%,$24.50,,$18.38,,,,,,,,,,,,,,0002BF,Home Depot Orange and Black Wilson's Leather Racing Jacket L AF ,2025-07-06 14:39:03,1,$110.00,$50.00,$110.00,$60.00,Jackets,,,,,,
DS Member Jorts,Shorts/Jorts,07-30-2025,17725,$45.50,75.00%,$45.50,,$34.13,,,,,,,,,,,,,,00031O,Southpole Gray Jorts w/ Back Embroidery sz 30 B ,2025-07-06 15:25:32,1,$39.99,$8.50,$39.99,$31.49,Shorts/Jorts,,,,,,
RL jorts,Shorts/Jorts,07-31-2025,17749,$27.50,75.00%,$27.50,,$20.63,,,,,,,,,,,,,,0002NW,Wilson's Leather Red Suede Leather Blazer L Sac ,2025-07-06 15:53:06,1,$69.99,$15.00,$69.99,$54.99,Jackets,,,,,,
,,,,"$1,271.25",28,$45.40,,$653.54,,,,,,,,,,,,,,0002Y3,Lucky Brand One Eyed Jack Graphic Tee L WN ,2025-07-06 16:11:57,1,$24.99,$3.00,$24.99,$21.99,Tees,,,,,,
,,,,,,,,,,,,,,,,,,,,,,0002Z4,Harley Davidson Bikes Balconies and Beads Mardi Gras Black Tank Top XL Sac ,2025-07-06 16:11:58,1,$26.99,$15.00,$26.99,$11.99,Tank tops ,,,,,,
07-31-2025,,,Annie Zhou,Alice Yang - 02B,Print List,$451.52,,,,,,,,,,,,,,,,0001RD,Levis 501 White Shorts ,2025-07-06 17:49:42,1,$24.99,$0.00,$24.99,$24.99,Shorts/Jorts,,,,,,
Item,,Sold,Sale,Agreed,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,0002LW,Meritage Sheer Black Skirt sz 4 TO ,2025-07-07 13:12:38,1,$19.99,$9.00,$19.99,$10.99,Skirts,,,,,,
Incorrigible Mini Print,Prints,07-02-2025,16434,$4.99,75.00%,$4.99,,$3.74,,,,,,,,,,,,,,00027Y,y2k Ganzi Redemption Cross Bedazzled Tee ,2025-07-07 13:17:14,1,$27.99,$0.00,$27.99,$27.99,Tees,,,,,,
Incorrigible Waterproof Vinyl Sticker,Stickers,07-02-2025,16451,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,0002RY,Tan Coach Bag w/ Rainbow Bottom Sac ,2025-07-07 17:09:52,1,$59.99,$19.83,$59.99,$40.16,Bags,,,,,,
Incorrigible Mini Print,Prints,07-02-2025,16451,$4.99,75.00%,$4.99,,$3.74,,,,,,,,,,,,,,0002U0,Harley Davidson Bedazzled Black Long Sleeve V Neck L Sac ,2025-07-07 18:16:35,1,$32.99,$9.00,$32.99,$23.99,Long Sleeves,,,,,,
The Horrors Persist Large Print,Prints,07-03-2025,16459,$24.99,75.00%,$24.99,,$18.74,,,,,,,,,,,,,,0002XO,Polo Bear by Ralph Lauren White Tee WN ,2025-07-07 18:16:35,1,$21.99,$3.00,$21.99,$18.99,Tees,,,,,,
Mochi Pout Mini Print,Prints,07-04-2025,16528,$4.99,75.00%,$4.99,,$3.74,,,,,,,,,,,,,,00033W,Miss Me Signature Boot Sequin Back sz 26 Sac ,2025-07-07 18:18:00,1,$74.99,$20.00,$74.99,$54.99,Jeans ,,,,,,
The Horrors Persist Large Print,Prints,07-04-2025,16537,$24.99,75.00%,$24.99,,$18.74,,,,,,,,,,,,,,0002HE,Ecko Red Denim sz 5/6 SS ,2025-07-08 13:43:16,1,$26.99,$9.00,$26.99,$17.99,Jeans ,,,,,,
Incorrigible Waterproof Vinyl Sticker,Stickers,07-04-2025,16537,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,00033S,Stussy Maroon Intergalactic Roots Astronaut Tee M B ,2025-07-08 13:49:54,1,$42.99,$8.50,$42.99,$34.49,Tees,,,,,,
The Horrors Persist Large Print,Prints,07-04-2025,16540,$24.99,75.00%,$24.99,,$18.74,,,,,,,,,,,,,,0002ZM,y2k Xtreme Couture Jeans w/ Back Embroidery sz 38 Sac ,2025-07-08 15:09:33,1,$49.99,$20.00,$49.99,$29.99,Jeans ,,,,,,
Not Your Strongest Soldier Waterproof Vinyl Sticker,Stickers,07-05-2025,16551,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,00024J,Vtg Eagles World Tour Hell Freezes Over 1994 Tee ,2025-07-08 15:21:05,1,$49.99,$0.00,$49.99,$49.99,Tees,,,,,,
Not Your Strongest Soldier Waterproof Vinyl Sticker,Stickers,07-05-2025,16558,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,00036M,Harley Davidson Bedford Heights Ohio Black Cropped Tee Sac ,2025-07-08 15:34:43,1,$25.99,$15.00,$25.99,$10.99,Tees,,,,,,
Email Meeting Waterproof Vinyl Sticker,Stickers,07-05-2025,16577,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,00036J,Harley Davidson Black Lace Tank Top S Sac ,2025-07-08 16:00:14,1,$28.00,$15.00,$28.00,$13.00,Tank tops ,,,,,,
Scope Creep Waterproof Vinyl Sticker,Stickers,07-05-2025,16577,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,00022O,Levis 514 Blue Corduroy Pants 32x30 ,2025-07-09 12:20:18,1,$24.99,$0.00,$24.99,$24.99,Jeans ,,,,,,
Baby on Board Waterproof Vinyl Sticker,Stickers,07-06-2025,16623,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,0002SW,Polo by Ralph Lauren Forest Green Polo Tee Big Logo XL TO ,2025-07-09 12:41:20,1,$24.99,$9.00,$24.99,$15.99,Tees,,,,,,
Incorrigible Waterproof Vinyl Sticker,Stickers,07-10-2025,16756,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,0001XG,Polo by Ralph Lauren Brown Polo Tee ,2025-07-09 12:41:20,1,$17.99,$0.00,$17.99,$17.99,Tees,,,,,,
Get Out Waterproof Vinyl Sticker,Stickers,07-10-2025,16756,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,317,y2k AOP Skull Gray Tee XL B ,2025-07-09 13:14:01,1,$29.99,$8.50,$29.99,$21.49,Tees,,,,,,
Baby on Board Waterproof Vinyl Sticker,Stickers,07-10-2025,16756,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,00030D,Harley Davidson Lancaster Willow Street PA White V Neck Cropped Tee Sac ,2025-07-09 13:43:34,1,$27.99,$15.00,$27.99,$12.99,Tees,,,,,,
Summoning Waterproof Vinyl Sticker,Stickers,07-10-2025,16756,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,0002AQ,RealTree Logo Olive Hoodie S SS ,2025-07-09 13:43:34,1,$29.99,$8.00,$29.99,$21.99,Hoodies,,,,,,
The Horrors Persist Large Print,Prints,07-10-2025,16756,$24.99,75.00%,$24.99,,$18.74,,,,,,,,,,,,,,0000Q7,L.L. Bean Jeans ,2025-07-09 14:02:03,1,$19.99,$0.00,$19.99,$19.99,Jeans ,,,,,,
Get Out Waterproof Vinyl Sticker,Stickers,07-11-2025,16776,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,00036U,Harley Davidson Purple Bedazzled Tank XS Sac ,2025-07-09 14:15:22,1,$31.99,$15.00,$31.99,$16.99,Tank tops ,,,,,,
Incorrigible Large Print,Prints,07-11-2025,16782,$24.99,75.00%,$24.99,,$18.74,,,,,,,,,,,,,,0002ZE,Harley Davidson Mentor Ohio Tank Top M Sac ,2025-07-09 15:09:15,1,$27.99,$15.00,$27.99,$12.99,Tank tops ,,,,,,
Incorrigible Mini Print,Prints,07-11-2025,16798,$4.99,75.00%,$4.99,,$3.74,,,,,,,,,,,,,,280,DKNY Active Pink Vest with Hood ,2025-07-09 15:11:11,1,$23.99,$0.00,$23.99,$23.99,Vests,,,,,,
Not Your Strongest Soldier Waterproof Vinyl Sticker,Stickers,07-11-2025,16824,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,0002H9,y2k Fox Green and White Long Sleeve 2XL SS ,2025-07-09 15:46:31,1,$26.99,$9.00,$26.99,$17.99,Long Sleeves,,,,,,
Incorrigible Mini Print,Prints,07-12-2025,16831,$4.99,75.00%,$4.99,,$3.74,,,,,,,,,,,,,,00036O,Orange County Choppers Pink Accent Black Tank Top Sac ,2025-07-09 15:49:08,1,$26.99,$16.00,$26.99,$10.99,Tank tops ,,,,,,
Incorrigible Waterproof Vinyl Sticker,Stickers,07-12-2025,16880,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,0002ZN,Levi's Authentic Signature Jorts AF ,2025-07-09 16:36:15,1,$27.99,$15.00,$27.99,$12.99,Shorts/Jorts,,,,,,
Delicate Baby Cat Waterproof Vinyl Sticker,Stickers,07-12-2025,16880,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,355,Southpole Dark Wash Jorts sz 38 B ,2025-07-10 14:52:04,1,$34.99,$8.50,$34.99,$26.49,Shorts/Jorts,,,,,,
Summoning Waterproof Vinyl Sticker,Stickers,07-12-2025,16880,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,357,Harley Davidson Onalaska WI Embroidered Gray Crop Top L Sac ,2025-07-10 16:47:04,1,$27.99,$15.00,$27.99,$12.99,Tees,,,,,,
Get Out Waterproof Vinyl Sticker,Stickers,07-12-2025,16880,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,00032U,y2k Skull Boards Dragon Black Tee M B ,2025-07-10 16:49:24,1,$24.99,$8.50,$24.99,$16.49,Tees,,,,,,
Incorrigible Mini Print,Prints,07-12-2025,16891,$4.99,75.00%,$4.99,,$3.74,,,,,,,,,,,,,,0002KY,y2k Aztec Skull and Dragon Graphic Tee M TO ,2025-07-10 18:02:51,1,$27.99,$9.00,$27.99,$18.99,Tees,,,,,,
Summoning Mini Print,Prints,07-13-2025,16914,$4.99,75.00%,$4.99,,$3.74,,,,,,,,,,,,,,0002JV,y2k Paco Jeans Navy Cyber Grunge Tee XL AF ,2025-07-10 18:02:51,1,$29.99,$18.00,$29.99,$11.99,Tees,,,,,,
Incorrigible Mini Print,Prints,07-13-2025,16914,$4.99,75.00%,$4.99,,$3.74,,,,,,,,,,,,,,00033O,Stussy Yellow Tee L B ,2025-07-11 13:02:45,1,$34.99,$8.50,$34.99,$26.49,Tees,,,,,,
Mochi Pout Mini Print,Prints,07-13-2025,16914,$4.99,75.00%,$4.99,,$3.74,,,,,,,,,,,,,,00037M,Polo Ralph Purple Polo Tee,2025-07-11 15:22:51,1,$17.95,$0.00,$17.95,$17.95,Tees,,,,,,
Delicate Baby Cat Mini Print,Prints,07-13-2025,16914,$4.99,75.00%,$4.99,,$3.74,,,,,,,,,,,,,,00035T,Harley Davidson Black Button Up Tee w/ Back Sword Embroidery M Sac ,2025-07-11 15:24:48,1,$49.99,$15.00,$49.99,$34.99,Tees,,,,,,
Spell 11x14 Art Print,Prints,07-13-2025,16915,$35.00,75.00%,$35.00,,$26.25,,,,,,,,,,,,,,0002YF,Vtg Yamaha Maxim Wear Black Jacket S Sac ,2025-07-11 15:29:39,1,$69.99,$20.00,$69.99,$49.99,Jackets,,,,,,
Incorrigible Waterproof Vinyl Sticker,Stickers,07-13-2025,16916,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,00030Q,Miss Me Cross Boot Cut Jeans sz 30 Sac ,2025-07-11 16:33:59,1,$74.99,$20.00,$74.99,$54.99,Jeans ,,,,,,
The Horrors Persist Large Print,Prints,07-13-2025,16918,$24.99,75.00%,$24.99,,$18.74,,,,,,,,,,,,,,327,Billabong Black Tee L B ,2025-07-11 16:46:26,1,$24.99,$8.50,$24.99,$16.49,Tees,,,,,,
Delicate Baby Cat Waterproof Vinyl Sticker,Stickers,07-13-2025,16919,$3.99,75.00%,$3.99,,$2.99,,,,,,,,,,,,,,00024C,y2k Spirit Conquers Yellow Tee ,2025-07-11 16:52:01,1,$30.99,$0.00,$30.99,$30.99,Tees,,,,,,
The Horrors Persist Large Print,Prints,07-13-2025,16921,$24.99,75.00%,$24.99,,$18.74,,,,,,,,,,,,,,0002PS,Nike Blue Windbreaker Quarter Zip AF ,2025-07-11 17:20:34,1,$29.99,$24.00,$29.99,$5.99,Jackets,,,,,,
